Code CIQUAL,Groupe d'aliment,Sous-groupe d'aliment,Nom du Produit en Français,code saison,code avion,Livraison,Approche emballage ,Préparation,DQR,Score unique EF,Changement climatique,Appauvrissement de la couche d'ozone,Rayonnements ionisants,Formation photochimique d'ozone,Particules fines,Effets toxicologiques sur la santé humaine : substances non-cancérogènes,Effets toxicologiques sur la santé humaine : substances cancérogènes,Acidification terrestre et eaux douces,Eutrophisation eaux douces,Eutrophisation marine,Eutrophisation terrestre,Écotoxicité pour écosystèmes aquatiques d'eau douce,Utilisation du sol,Épuisement des ressources eau,Épuisement des ressources énergétiques,Épuisement des ressources minéraux,Changement climatique - émissions biogéniques,Changement climatique - émissions fossiles,Changement climatique - émissions liées au changement d'affectation des sols,Sous-sous-groupe d'aliment,Energie (kcal/100 g),Protéines (g/100 g),Glucides (g/100 g),Lipides (g/100 g),Fibres alimentaires (g/100 g)
11016,aides culinaires et ingrédients divers,herbes,"Raifort, cru",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.52,0.0693,0.741,9.63e-09,0.111,0.00173,3.23e-08,1.19e-08,3.24e-10,0.0024,8.92e-05,0.00145,0.0059,18.9,10.2,0.527,12.0,3.28e-06,0.0704,0.67,0.000263,herbes fraîches,,7.5,13.0,0.7,7.5
11068,aides culinaires et ingrédients divers,herbes,"Romarin, frais",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.32,0.129,0.879,8.29e-09,0.0867,0.00261,6.92e-08,1.23e-08,3.56e-10,0.00761,0.000151,0.00397,0.0303,5.84,35.1,5.16,12.4,3.75e-06,0.0705,0.805,0.0034,herbes fraîches,121.0,3.31,6.6,5.86,14.1
11036,aides culinaires et ingrédients divers,herbes,"Romarin, séché",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.49,0.464,2.58,1.78e-07,0.321,0.0108,2.66e-07,4.34e-08,1.18e-09,0.032,0.000545,0.0161,0.124,31.5,142.0,20.2,35.4,1.04e-05,0.0154,2.55,0.0142,herbes séchées,328.0,4.88,21.5,15.2,42.6
11062,aides culinaires et ingrédients divers,herbes,"Sarriette, séchée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.49,0.464,2.58,1.78e-07,0.321,0.0108,2.66e-07,4.34e-08,1.18e-09,0.032,0.000545,0.0161,0.124,31.5,142.0,20.2,35.4,1.04e-05,0.0154,2.55,0.0142,herbes séchées,264.0,6.73,23.0,5.91,45.7
11069,aides culinaires et ingrédients divers,herbes,"Sauge, fraîche",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.32,0.129,0.879,8.29e-09,0.0867,0.00261,6.92e-08,1.23e-08,3.56e-10,0.00761,0.000151,0.00397,0.0303,5.84,35.1,5.16,12.4,3.75e-06,0.0705,0.805,0.0034,herbes fraîches,36.7,4.0,0.97,,7.0
11037,aides culinaires et ingrédients divers,herbes,"Sauge, séchée",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.49,0.464,2.58,1.78e-07,0.321,0.0108,2.66e-07,4.34e-08,1.18e-09,0.032,0.000545,0.0161,0.124,31.5,142.0,20.2,35.4,1.04e-05,0.0154,2.55,0.0142,herbes séchées,320.0,10.6,20.4,12.8,40.3
11070,aides culinaires et ingrédients divers,herbes,"Thym, frais",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.32,0.129,0.879,8.29e-09,0.0867,0.00261,6.92e-08,1.23e-08,3.56e-10,0.00761,0.000151,0.00397,0.0303,5.84,35.1,5.16,12.4,3.75e-06,0.0705,0.805,0.0034,herbes fraîches,107.0,5.56,10.5,1.68,14.0
11038,aides culinaires et ingrédients divers,herbes,"Thym, séché",2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.49,0.464,2.58,1.78e-07,0.321,0.0108,2.66e-07,4.34e-08,1.18e-09,0.032,0.000545,0.0161,0.124,31.5,142.0,20.2,35.4,1.04e-05,0.0154,2.55,0.0142,herbes séchées,285.0,9.11,26.9,7.43,37.0
37000,aides culinaires et ingrédients divers,ingrédients divers,Base de pizza à la crème,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.48,0.251,2.36,3.22e-08,0.967,0.00498,1.88e-07,3.31e-08,1.2e-09,0.0247,0.000229,0.00778,0.104,24.4,95.4,0.372,32.1,6.28e-06,1.03,1.16,0.164,-,261.0,7.7,51.1,2.6,1.0
37002,aides culinaires et ingrédients divers,ingrédients divers,Base de pizza tomatée,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.21,0.159,0.98,2.97e-08,0.587,0.00439,8.93e-08,4.35e-08,3.98e-09,0.00844,0.000261,0.00428,0.0314,11.9,67.4,2.48,24.6,5.88e-06,0.0337,1.06,-0.109,-,232.0,6.9,44.6,2.7,1.0
11507,aides culinaires et ingrédients divers,ingrédients divers,Bicarbonate de soude,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.11,0.251,1.61,1.79e-08,0.154,0.00604,2.07e-07,3.69e-08,1.27e-09,0.0182,0.000692,0.00265,0.0479,88.2,19.4,2.04,18.2,3.61e-05,0.0679,1.53,0.00392,-,0.4,0.1,0.0,0.0,0.0
11007,aides culinaires et ingrédients divers,ingrédients divers,"Gélatine, sèche",2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.45,0.323,2.62,3.96e-08,0.507,0.00629,2.9e-07,2.97e-08,1.89e-09,0.0378,0.000398,0.0115,0.161,72.6,137.0,0.85,22.9,1.07e-05,0.892,1.5,0.227,-,348.0,86.9,0.0,0.1,0.0
42200,aides culinaires et ingrédients divers,ingrédients divers,Lécithine de soja,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.58,0.45,5.4,4.32e-08,0.211,0.0207,1.52e-07,8.94e-08,3.77e-09,0.0184,0.000397,0.0255,0.06,238.0,44.4,0.673,38.2,1.26e-05,0.00282,2.89,2.5,-,779.0,0.0,8.0,83.0,
11046,aides culinaires et ingrédients divers,ingrédients divers,Levure chimique ou Poudre à lever,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.56,0.329,2.11,3.5e-08,0.192,0.00833,2e-07,7.81e-08,3.01e-09,0.0251,0.00125,0.00393,0.0423,53.8,41.1,3.82,22.9,5.79e-05,0.0592,2.02,0.0307,-,,1.96,33.2,0.2,1.9
20916,aides culinaires et ingrédients divers,ingrédients divers,Miso,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.27,0.177,1.21,1.18e-07,0.526,0.00433,6.99e-08,1.89e-07,6.09e-10,0.00818,0.00022,0.00889,0.0306,19.0,-41.1,2.9,22.0,7.4e-06,0.21,0.995,0.0069,-,,11.7,18.1,5.31,5.4
31089,aides culinaires et ingrédients divers,ingrédients divers,Sirop d'agave,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.97,0.755,5.63,2.1e-06,2.83,0.0481,2.8e-07,1.56e-07,6.51e-09,0.0434,0.00126,0.0167,0.172,65.6,156.0,0.676,127.0,8.19e-05,0.0778,5.55,0.00358,-,,,78.1,0.5,0.0
31034,aides culinaires et ingrédients divers,ingrédients divers,Sirop d'érable,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.4,0.305,2.3,2.29e-06,0.204,0.011,3.1e-07,2.94e-08,1.23e-09,0.011,0.000295,0.00355,0.0326,12.6,72.3,2.5,32.4,5.82e-05,0.0157,2.28,0.00959,-,,0.04,67.1,0.06,0.0
20919,aides culinaires et ingrédients divers,ingrédients divers,Sirop léger pour fruits appertisés au sirop,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.79,0.141,0.934,2.02e-06,0.151,0.00259,4.68e-08,7.3e-09,3.45e-10,0.00435,0.000142,0.00125,0.0137,4.18,6.58,0.423,16.2,5.11e-05,0.0037,0.93,0.000525,-,,0.34,15.0,,
20918,aides culinaires et ingrédients divers,ingrédients divers,Sirop pour fruits appertisés au sirop,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.74,0.141,0.934,2.02e-06,0.151,0.00259,4.68e-08,7.3e-09,3.45e-10,0.00435,0.000142,0.00125,0.0137,4.18,6.58,0.423,16.2,5.11e-05,0.0037,0.93,0.000525,-,,,18.4,,
9640,aides culinaires et ingrédients divers,ingrédients divers,Son d'avoine,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.76,0.116,0.589,1.12e-08,0.105,0.00223,6.14e-08,6.86e-09,4.56e-10,0.007,0.000363,0.0265,0.0288,5.85,90.1,0.275,6.92,2.66e-06,0.00612,0.574,0.00868,-,359.0,15.8,51.0,6.48,16.7
9621,aides culinaires et ingrédients divers,ingrédients divers,Son de blé,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.72,0.0456,0.372,7e-09,0.124,0.00126,3.2e-08,3.36e-09,4.03e-10,0.00354,7.25e-05,0.0023,0.0145,5.36,30.5,0.0863,5.64,1.81e-06,0.0061,0.333,0.0333,-,279.0,15.2,23.6,4.35,42.0
9641,aides culinaires et ingrédients divers,ingrédients divers,Son de maïs,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.28,0.0544,0.397,1.07e-08,0.119,0.00141,4.33e-08,6.24e-09,3.89e-10,0.00461,7.49e-05,0.00194,0.0198,11.7,27.2,0.306,6.03,1.93e-06,0.00597,0.361,0.0296,-,226.0,8.36,6.65,0.92,79.0
9643,aides culinaires et ingrédients divers,ingrédients divers,Son de riz,2,0,Ambiant (long),PACK PROXY,Pas de préparation,3.46,0.224,1.11,1.82e-08,0.106,0.0043,8.93e-08,3.4e-07,3.23e-10,0.0129,0.000136,0.0106,0.0519,30.4,32.5,7.1,8.15,3.25e-06,0.509,0.596,0.00897,-,398.0,13.9,28.1,20.9,21.0
20917,aides culinaires et ingrédients divers,ingrédients divers,Tempeh,2,0,Ambiant (long),PACK PROXY,Pas de préparation,2.78,0.2,2.37,2.43e-08,0.164,0.00609,9.26e-08,3.37e-08,7.17e-10,0.00876,0.000387,0.00875,0.0238,6.1,89.9,1.18,35.6,4.79e-06,0.00396,2.36,0.000942,plats végétariens,157.0,17.6,7.89,4.7,6.2
39700,aides culinaires et ingrédients divers,sauces,"Crème anglaise, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,1.36,0.201,1.81,4.08e-08,0.688,0.00482,1.48e-07,2.15e-08,1.01e-09,0.0187,0.000231,0.00623,0.078,21.5,71.1,0.546,26.2,6.08e-06,0.557,1.14,0.117,sauces sucrées,105.0,3.44,16.7,2.5,1.0
25620,aides culinaires et ingrédients divers,sauces,"Guacamole, préemballé",2,0,Glacé,PACK PROXY,Pas de préparation,2.83,0.337,1.64,8.73e-07,0.655,0.00673,8.44e-08,6.03e-08,9.46e-10,0.011,0.0003,0.00843,0.0356,26.3,77.3,16.8,29.4,3e-05,0.0609,1.43,0.149,sauces condimentaires,,2.18,5.85,16.5,5.65
11112,aides culinaires et ingrédients divers,sauces,Harissa (sauce condimentaire),2,0,Glacé,PACK PROXY,Pas de préparation,2.18,0.308,1.36,9.49e-07,1.07,0.00702,1.4e-07,8.4e-08,1.17e-09,0.0168,0.000363,0.00814,0.0641,26.0,180.0,6.47,40.6,3.12e-05,0.0742,1.56,-0.278,sauces condimentaires,,2.72,7.3,2.9,5.1
25621,aides culinaires et ingrédients divers,sauces,Houmous,2,0,Glacé,PACK PROXY,Pas de préparation,1.89,0.194,1.11,8.72e-07,0.638,0.00489,8.12e-08,3.34e-08,1.08e-09,0.0107,0.000318,0.00866,0.04,19.7,124.0,1.27,25.5,2.57e-05,0.011,1.07,0.0282,sauces condimentaires,,8.2,7.1,23.9,5.98
11008,aides culinaires et ingrédients divers,sauces,Ketchup,2,0,Glacé,PACK PROXY,Pas de préparation,2.8,0.173,1.19,9.41e-07,0.781,0.00418,7.73e-08,2.84e-08,8.21e-10,0.00787,0.000219,0.00393,0.0281,9.1,26.3,0.908,31.4,2.62e-05,0.022,1.16,0.00219,sauces condimentaires,99.0,1.27,21.4,0.19,1.15
11054,aides culinaires et ingrédients divers,sauces,Mayonnaise (70% MG min.),2,0,Glacé,PACK AGB,Pas de préparation,1.96,0.454,2.69,9.96e-07,0.906,0.011,2.65e-07,9.87e-08,3.64e-09,0.0345,0.000749,0.0223,0.149,56.3,369.0,4.25,42.4,3.24e-05,0.0726,2.52,0.0954,sauces condimentaires,,1.36,2.62,75.2,0.32
11079,aides culinaires et ingrédients divers,sauces,Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée,2,0,Glacé,PACK AGB,Pas de préparation,1.98,0.454,2.69,9.96e-07,0.906,0.011,2.65e-07,9.87e-08,3.64e-09,0.0345,0.000749,0.0223,0.149,56.3,369.0,4.25,42.4,3.24e-05,0.0726,2.52,0.0954,sauces condimentaires,,0.93,8.98,29.9,0.23
11159,aides culinaires et ingrédients divers,sauces,Sauce à la crème,2,0,Glacé,PACK PROXY,Micro-onde ,1.6,0.308,2.61,9.5e-07,1.25,0.00588,1.97e-07,3.7e-08,1.25e-09,0.0258,0.000279,0.00808,0.107,25.9,94.4,0.463,41.8,2.79e-05,1.03,1.42,0.164,sauces chaudes,,1.08,5.9,5.55,0.17
11161,aides culinaires et ingrédients divers,sauces,Sauce à la crème aux épices,2,0,Glacé,PACK PROXY,Micro-onde ,1.59,0.293,2.39,9.5e-07,1.18,0.00592,1.8e-07,3.62e-08,1.23e-09,0.0233,0.000282,0.00726,0.0956,33.5,92.0,0.542,40.4,2.78e-05,0.844,1.41,0.134,sauces chaudes,,1.16,6.2,5.75,0.65
11162,aides culinaires et ingrédients divers,sauces,Sauce à la crème aux herbes,2,0,Glacé,PACK PROXY,Micro-onde ,1.72,0.293,2.39,9.5e-07,1.18,0.00592,1.8e-07,3.62e-08,1.23e-09,0.0233,0.000282,0.00726,0.0956,33.5,92.0,0.542,40.4,2.78e-05,0.844,1.41,0.134,sauces chaudes,,1.09,5.5,5.49,0.4
11122,aides culinaires et ingrédients divers,sauces,"Sauce à l'échalote à la crème, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.57,0.285,2.37,9.49e-07,1.19,0.0055,1.76e-07,3.42e-08,1.16e-09,0.0227,0.000268,0.00744,0.0934,23.3,84.4,0.523,40.1,2.75e-05,0.877,1.36,0.139,sauces chaudes,,1.7,11.9,5.53,0.9
11163,aides culinaires et ingrédients divers,sauces,"Sauce aigre douce, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.94,0.19,1.23,9.45e-07,0.853,0.00441,8.27e-08,3.67e-08,1.05e-09,0.00876,0.000256,0.00518,0.0326,12.4,58.2,1.06,32.5,2.68e-05,0.0253,1.19,0.00739,sauces chaudes,,0.55,20.1,0.2,0.97
11168,aides culinaires et ingrédients divers,sauces,"Sauce aïoli, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,2.2,0.575,1.64,9.7e-07,0.827,0.0125,3.06e-07,2.03e-07,2.42e-09,0.0405,0.000665,0.0187,0.166,66.1,520.0,18.0,43.6,3.6e-05,0.117,2.49,-0.974,sauces condimentaires,,1.13,4.7,41.0,0.42
11167,aides culinaires et ingrédients divers,sauces,"Sauce américaine, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,1.34,0.437,3.9,9.64e-07,0.894,0.014,3.42e-07,4.69e-08,2.15e-09,0.044,0.000417,0.0132,0.17,38.9,145.0,0.871,43.6,3.21e-05,1.37,2.29,0.247,sauces condimentaires,,1.42,9.48,41.8,0.2
11111,aides culinaires et ingrédients divers,sauces,"Sauce armoricaine, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.37,0.442,3.91,9.64e-07,0.963,0.014,3.43e-07,4.75e-08,2.16e-09,0.044,0.000422,0.0132,0.17,39.0,145.0,0.875,45.2,3.26e-05,1.37,2.3,0.247,sauces chaudes,,2.1,3.95,6.6,
11140,aides culinaires et ingrédients divers,sauces,"Sauce au beurre blanc, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.31,0.509,4.63,9.63e-07,1.1,0.00961,3.8e-07,1.01e-07,2.86e-09,0.0525,0.000445,0.0166,0.224,56.0,236.0,0.735,42.2,3.35e-05,2.28,1.99,0.364,sauces chaudes,,1.13,3.4,21.4,
11158,aides culinaires et ingrédients divers,sauces,"Sauce au beurre, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.31,0.509,4.63,9.63e-07,1.1,0.00961,3.8e-07,1.01e-07,2.86e-09,0.0525,0.000445,0.0166,0.224,56.0,236.0,0.735,42.2,3.35e-05,2.28,1.99,0.364,sauces chaudes,,2.2,5.2,17.9,1.0
11300,aides culinaires et ingrédients divers,sauces,Sauce au chocolat,2,0,Ambiant (long),PACK PROXY,Pas de préparation,1.69,0.402,6.88,2.72e-08,0.695,0.012,1.44e-07,2.18e-08,3.03e-09,0.0156,0.000805,0.0176,0.0627,21.1,263.0,0.469,35.1,5.58e-06,0.44,1.12,5.32,sauces sucrées,277.0,3.8,26.2,16.8,3.0
11132,aides culinaires et ingrédients divers,sauces,"Sauce au curry, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,2.33,0.16,1.07,9.38e-07,0.815,0.00375,6.07e-08,1.83e-08,9.42e-10,0.00595,0.000196,0.00337,0.0196,11.6,23.8,1.06,30.3,2.46e-05,0.0141,1.03,0.0312,sauces chaudes,77.4,1.02,10.6,3.16,1.28
11189,aides culinaires et ingrédients divers,sauces,"Sauce au fromage pour risotto ou pâtes, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.67,0.444,4.17,9.61e-07,1.02,0.00848,3.45e-07,5.25e-08,1.97e-09,0.0461,0.000433,0.0133,0.195,46.0,175.0,0.623,39.5,2.97e-05,2.02,1.83,0.323,sauces chaudes,,3.11,4.24,9.53,1.4
11115,aides culinaires et ingrédients divers,sauces,"Sauce au poivre vert, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.91,0.188,1.44,9.41e-07,0.95,0.00467,9.93e-08,2.08e-08,6.81e-10,0.0104,0.000199,0.0036,0.04,11.0,36.0,0.33,33.2,2.53e-05,0.316,1.08,0.05,sauces chaudes,,1.3,5.3,6.1,1.3
11182,aides culinaires et ingrédients divers,sauces,"Sauce au poivre, chaude, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.69,0.25,2.03,9.48e-07,1.1,0.00658,1.56e-07,2.87e-08,9.69e-10,0.0174,0.000243,0.0056,0.0696,17.7,63.9,0.396,38.5,2.66e-05,0.619,1.31,0.0989,sauces chaudes,,1.0,4.8,14.8,1.13
11212,aides culinaires et ingrédients divers,sauces,"Sauce au poivre, condimentaire, froide, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,1.65,0.246,2.02,9.47e-07,1.03,0.00653,1.55e-07,2.82e-08,9.55e-10,0.0173,0.000238,0.00559,0.0695,17.6,63.8,0.392,37.0,2.6e-05,0.619,1.3,0.0989,sauces condimentaires,,0.69,5.8,49.3,
11191,aides culinaires et ingrédients divers,sauces,"Sauce au roquefort, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.41,0.509,4.63,9.63e-07,1.1,0.00961,3.8e-07,1.01e-07,2.86e-09,0.0525,0.000445,0.0166,0.224,56.0,236.0,0.735,42.2,3.35e-05,2.28,1.99,0.364,sauces chaudes,,2.85,4.4,10.9,0.6
11164,aides culinaires et ingrédients divers,sauces,Sauce au vin rouge,2,0,Glacé,PACK PROXY,Micro-onde ,2.19,0.253,1.64,9.49e-07,1.04,0.00532,1.17e-07,1.01e-07,2.15e-09,0.0134,0.000328,0.00804,0.0527,27.2,112.0,0.522,37.8,3.06e-05,0.195,1.4,0.0465,sauces chaudes,,0.81,7.0,2.22,0.46
11166,aides culinaires et ingrédients divers,sauces,Sauce au yaourt,2,0,Glacé,PACK PROXY,Pas de préparation,1.66,0.213,1.68,9.42e-07,0.806,0.0046,1.18e-07,2.56e-08,8.82e-10,0.0145,0.000229,0.00489,0.0575,24.7,60.3,0.581,30.6,2.57e-05,0.459,1.15,0.0713,sauces condimentaires,,3.64,5.04,6.91,0.8
11192,aides culinaires et ingrédients divers,sauces,"Sauce aux champignons et à la crème, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,2.93,0.585,4.44,9.77e-07,1.1,0.00876,2.39e-07,7.55e-08,2.07e-09,0.0282,0.000462,0.0136,0.112,46.1,115.0,21.2,63.4,3.29e-05,0.909,3.34,0.195,sauces chaudes,,1.38,6.2,5.0,
11160,aides culinaires et ingrédients divers,sauces,"Sauce aux champignons, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,3.0,0.582,4.13,9.78e-07,1.03,0.00807,1.75e-07,6.45e-08,1.72e-09,0.0177,0.000451,0.0118,0.0646,40.3,66.8,27.3,67.5,3.22e-05,0.353,3.65,0.121,sauces chaudes,,3.2,6.3,6.26,2.25
11100,aides culinaires et ingrédients divers,sauces,"Sauce barbecue, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,1.82,0.238,1.41,9.48e-07,0.841,0.00592,1.26e-07,5.69e-08,1.6e-09,0.0143,0.000292,0.00625,0.0552,25.5,71.9,2.04,35.2,2.81e-05,0.0265,1.42,-0.03,sauces condimentaires,136.0,0.56,30.3,0.6,1.2
11170,aides culinaires et ingrédients divers,sauces,"Sauce basquaise ou Sauce aux poivrons, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,2.18,0.241,1.24,9.46e-07,0.954,0.00555,1.04e-07,5.86e-08,9.99e-10,0.0117,0.000283,0.00576,0.0436,17.1,106.0,3.92,36.8,2.88e-05,0.0409,1.36,-0.164,sauces chaudes,63.1,1.17,7.41,2.71,2.09
11102,aides culinaires et ingrédients divers,sauces,"Sauce béarnaise, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.3,0.566,5.13,9.68e-07,1.14,0.0107,4.33e-07,1.01e-07,3.13e-09,0.0601,0.000507,0.0189,0.257,66.0,265.0,1.08,44.2,3.44e-05,2.51,2.19,0.433,sauces chaudes,,0.88,4.52,47.7,0.48
11143,aides culinaires et ingrédients divers,sauces,"Sauce béchamel, maison",2,0,Glacé,PACK PROXY,Micro-onde ,1.44,0.269,2.33,9.44e-07,0.877,0.00529,1.76e-07,3.07e-08,1.14e-09,0.023,0.000254,0.00707,0.0956,23.8,88.2,0.425,32.3,2.67e-05,0.912,1.27,0.152,sauces chaudes,,3.84,8.97,10.6,0.2
11101,aides culinaires et ingrédients divers,sauces,"Sauce béchamel, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.44,0.269,2.33,9.44e-07,0.877,0.00529,1.76e-07,3.07e-08,1.14e-09,0.023,0.000254,0.00707,0.0956,23.8,88.2,0.425,32.3,2.67e-05,0.912,1.27,0.152,sauces chaudes,,2.56,6.2,7.4,1.3
11120,aides culinaires et ingrédients divers,sauces,"Sauce bourguignonne, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,1.43,0.345,2.59,9.55e-07,0.951,0.00644,1.64e-07,1.03e-07,2.24e-09,0.0199,0.000352,0.0102,0.0804,29.9,131.0,5.12,41.3,3.07e-05,0.645,1.83,0.113,sauces condimentaires,,1.25,7.85,43.9,0.52
11196,aides culinaires et ingrédients divers,sauces,"Sauce burger, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,2.0,0.453,2.68,9.95e-07,0.905,0.0109,2.64e-07,9.87e-08,3.64e-09,0.0345,0.000748,0.0222,0.149,56.2,369.0,4.25,42.2,3.24e-05,0.0726,2.51,0.0954,sauces condimentaires,,1.06,13.3,33.8,0.48
11128,aides culinaires et ingrédients divers,sauces,"Sauce carbonara, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,2.58,0.629,5.24,9.84e-07,1.5,0.0119,4.99e-07,6.55e-08,3.22e-09,0.0674,0.000662,0.0202,0.287,101.0,248.0,1.28,56.5,3.69e-05,2.05,2.75,0.439,sauces chaudes,,5.17,4.7,12.8,2.65
11129,aides culinaires et ingrédients divers,sauces,"Sauce chasseur, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,2.92,0.338,2.5,9.53e-07,0.919,0.00587,1.44e-07,6.1e-08,1.53e-09,0.0167,0.000317,0.00869,0.0657,25.1,83.3,8.16,42.4,2.9e-05,0.489,1.92,0.0961,sauces chaudes,,1.21,4.66,1.61,0.43
11198,aides culinaires et ingrédients divers,sauces,"Sauce crudités ou Sauce salade, allégée en matière grasse, préemballée",2,0,Glacé,PACK AGB,Pas de préparation,2.0,0.443,2.63,9.43e-07,0.936,0.0108,2.62e-07,9.8e-08,3.62e-09,0.0342,0.000735,0.0222,0.148,56.0,369.0,4.24,41.4,2.73e-05,0.0706,2.47,0.0952,sauces condimentaires,,0.76,7.26,14.3,0.5
11187,aides culinaires et ingrédients divers,sauces,"Sauce crudités ou Sauce salade, préemballée",2,0,Glacé,PACK AGB,Pas de préparation,2.0,0.443,2.63,9.43e-07,0.936,0.0108,2.62e-07,9.8e-08,3.62e-09,0.0342,0.000735,0.0222,0.148,56.0,369.0,4.24,41.4,2.73e-05,0.0706,2.47,0.0952,sauces condimentaires,,0.86,5.3,30.9,0.35
11199,aides culinaires et ingrédients divers,sauces,"Sauce grand veneur, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.67,0.349,2.6,9.55e-07,1.02,0.00648,1.65e-07,1.04e-07,2.26e-09,0.02,0.000357,0.0102,0.0805,30.0,131.0,5.12,42.8,3.12e-05,0.646,1.84,0.113,sauces chaudes,,1.5,8.45,7.0,
11105,aides culinaires et ingrédients divers,sauces,"Sauce hollandaise, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.29,0.669,6.29,9.74e-07,1.16,0.0127,5.45e-07,8.34e-08,3.27e-09,0.0767,0.000566,0.0217,0.329,89.0,308.0,1.0,46.4,3.53e-05,3.25,2.48,0.565,sauces chaudes,,1.19,4.58,19.8,0.5
11202,aides culinaires et ingrédients divers,sauces,"Sauce indienne type tandoori ou tikka masala, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,1.77,0.222,1.58,9.46e-07,0.917,0.00508,1.1e-07,3.45e-08,1.1e-09,0.013,0.000263,0.0066,0.0505,19.5,67.1,1.06,34.5,2.7e-05,0.254,1.28,0.0432,sauces chaudes,,2.6,14.3,1.7,1.9
11203,aides culinaires et ingrédients divers,sauces,"Sauce kebab, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,1.53,0.292,2.24,9.52e-07,1.04,0.00615,1.73e-07,4.27e-08,1.46e-09,0.0223,0.00032,0.00997,0.0922,27.9,117.0,1.1,37.7,2.75e-05,0.663,1.47,0.11,sauces condimentaires,,1.1,9.15,27.6,0.1
11121,aides culinaires et ingrédients divers,sauces,"Sauce madère, préemballée",2,0,Glacé,PACK PROXY,Micro-onde ,3.0,0.571,5.48,9.55e-07,0.952,0.0099,4.79e-07,1.06e-07,2.65e-09,0.068,0.000376,0.0165,0.296,31.5,331.0,0.725,38.2,3.12e-05,3.38,2.1,-0.00704,sauces chaudes,,0.6,3.6,2.2,0.5
11157,aides culinaires et ingrédients divers,sauces,"Sauce moutarde, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,1.42,0.284,2.31,9.48e-07,1.14,0.00562,1.79e-07,3.5e-08,1.13e-09,0.0233,0.000269,0.0079,0.096,22.1,88.6,0.508,39.1,2.71e-05,0.813,1.37,0.13,sauces condimentaires,,1.66,3.3,22.8,2.0
11194,aides culinaires et ingrédients divers,sauces,"Sauce Nuoc Mâm ou Sauce au poisson, préemballée",2,0,Glacé,PACK PROXY,Pas de préparation,1.8,0.165,1.06,9.38e-07,0.872,0.00371,6.86e-08,3.56e-08,8.41e-10,0.00693,0.000211,0.00381,0.025,8.47,35.8,0.562,31.5,2.55e-05,0.0167,1.04,0.00139,sauces condimentaires,81.2,9.3,10.9,0.0,0.2
